Sr. No,Semester,Course Code,Course Title,Credit Hours,Grade,Grade Point,SGPA,CGPA,Warning
223,Unknown,SS150,English Composition and Comprehension,2,UK,-1,0,0,0
223,Unknown,EE117,Applied Physics,3,UK,-1,0,0,0
223,Unknown,SS152,Communication & Presentation Skills,2,UK,-1,0,0,0
223,Unknown,SL152,Communication & Presentation Skills - Lab,1,UK,-1,0,0,0
224,Fall,MT119,Calculus and Analytical Geometry,3,D+,1.33,1.65,1.65,3
224,Fall,EE182,Basic Electronics,3,C,2,1.65,1.65,3
224,Fall,MT104,Linear Algebra,3,C-,1.67,1.65,1.65,3
224,Fall,SS101,English Language,3,B,3,1.65,1.65,3
224,Fall,SL101,English Language Lab,1,B-,2.67,1.65,1.65,3
224,Fall,CL118,Programming Fundamentals - Lab,1,D+,1.33,1.65,1.65,3
224,Fall,CS118,Programming Fundamentals,3,F,0,1.65,1.65,3
224,Spring,MT224,Differential Equations (Cal II),3,B-,2.67,1.37,1.67,3
224,Spring,CS118,Programming Fundamentals,3,F,0,1.37,1.67,3
224,Spring,EE227,Digital Logic Design,3,B,3,1.37,1.67,3
224,Spring,SS122,English Composition,3,F,0,1.37,1.67,3
224,Spring,CL118,Programming Fundamentals - Lab,1,F,0,1.37,1.67,3
224,Spring,EL227,Digital Logic Design - Lab,1,B+,3.33,1.37,1.67,3
224,Spring,SS113,Pakistan Studies,3,D,1,1.37,1.67,3
224,Unknown,CS201,Data Structures,3,UK,-1,0,0,0
224,Unknown,SS111,Islamic and Religious Studies,3,UK,-1,0,0,0
224,Unknown,CS217,Computer Programming,3,UK,-1,0,0,0
224,Unknown,CL217,Computer Programming Lab,1,UK,-1,0,0,0
224,Unknown,SL150,English Composition and Comprehension - Lab,1,UK,-1,0,0,0
224,Unknown,CL117,Intro to Info. and Comm. Technologies,1,UK,-1,0,0,0
224,Unknown,SS150,English Composition and Comprehension,2,UK,-1,0,0,0
224,Unknown,EE117,Applied Physics,3,UK,-1,0,0,0
224,Unknown,SS152,Communication & Presentation Skills,2,UK,-1,0,0,0
224,Unknown,SL152,Communication & Presentation Skills - Lab,1,UK,-1,0,0,0
225,Fall,SS101,English Language,3,B-,2.67,0.77,0.77,0
225,Fall,SL101,English Language Lab,1,FA,0,0.77,0.77,0
225,Fall,EE182,Basic Electronics,3,F,0,0.77,0.77,0
225,Fall,CL118,Programming Fundamentals - Lab,1,F,0,0.77,0.77,0
225,Fall,CS118,Programming Fundamentals,3,C-,1.67,0.77,0.77,0
225,Fall,MT104,Linear Algebra,3,FA,0,0.77,0.77,0
225,Fall,MT119,Calculus and Analytical Geometry,3,FA,0,0.77,0.77,0
225,Spring,MT119,Calculus and Analytical Geometry,3,A,4,2.42,2.33,0
225,Spring,CS118,Programming Fundamentals,3,C,2,2.42,2.33,0
225,Spring,MT104,Linear Algebra,3,C+,2.33,2.42,2.33,0
225,Spring,EE182,Basic Electronics,3,A-,3.67,2.42,2.33,0
225,Spring,CL118,Programming Fundamentals - Lab,1,B-,2.67,2.42,2.33,0
225,Spring,SS111,Islamic and Religious Studies,3,FA,0,2.42,2.33,0
225,Unknown,SS122,English Composition,3,UK,-1,0,0,0
225,Unknown,CS201,Data Structures,3,UK,-1,0,0,0
225,Unknown,EE227,Digital Logic Design,3,UK,-1,0,0,0
225,Unknown,MT224,Differential Equations (Cal II),3,UK,-1,0,0,0
225,Unknown,CS217,Computer Programming,3,UK,-1,0,0,0
225,Unknown,EL227,Digital Logic Design - Lab,1,UK,-1,0,0,0
225,Unknown,CL217,Computer Programming Lab,1,UK,-1,0,0,0
225,Unknown,SS113,Pakistan Studies,3,UK,-1,0,0,0
225,Unknown,SL150,English Composition and Comprehension - Lab,1,UK,-1,0,0,0
225,Unknown,CL117,Intro to Info. and Comm. Technologies,1,UK,-1,0,0,0
225,Unknown,SS150,English Composition and Comprehension,2,UK,-1,0,0,0
225,Unknown,EE117,Applied Physics,3,UK,-1,0,0,0
225,Unknown,SS152,Communication & Presentation Skills,2,UK,-1,0,0,0
225,Unknown,SL152,Communication & Presentation Skills - Lab,1,UK,-1,0,0,0
226,Spring,SS113,Pakistan Studies,3,C-,1.67,3.37,3.3,0
226,Spring,SS111,Islamic and Religious Studies,3,A,4,3.37,3.3,0
226,Unknown,MT119,Calculus and Analytical Geometry,3,UK,-1,0,0,0
226,Unknown,CS118,Programming Fundamentals,3,UK,-1,0,0,0
226,Unknown,EE182,Basic Electronics,3,UK,-1,0,0,0
226,Unknown,SS101,English Language,3,UK,-1,0,0,0
226,Unknown,MT104,Linear Algebra,3,UK,-1,0,0,0
226,Unknown,CL118,Programming Fundamentals - Lab,1,UK,-1,0,0,0
226,Unknown,SL101,English Language Lab,1,UK,-1,0,0,0
226,Unknown,SS122,English Composition,3,UK,-1,0,0,0
226,Unknown,CS201,Data Structures,3,UK,-1,0,0,0
226,Unknown,EE227,Digital Logic Design,3,UK,-1,0,0,0
226,Unknown,MT224,Differential Equations (Cal II),3,UK,-1,0,0,0
226,Unknown,CS217,Computer Programming,3,UK,-1,0,0,0
226,Unknown,EL227,Digital Logic Design - Lab,1,UK,-1,0,0,0
226,Unknown,CL217,Computer Programming Lab,1,UK,-1,0,0,0
226,Unknown,SL150,English Composition and Comprehension - Lab,1,UK,-1,0,0,0
226,Unknown,CL117,Intro to Info. and Comm. Technologies,1,UK,-1,0,0,0
226,Unknown,SS150,English Composition and Comprehension,2,UK,-1,0,0,0
226,Unknown,EE117,Applied Physics,3,UK,-1,0,0,0
226,Unknown,SS152,Communication & Presentation Skills,2,UK,-1,0,0,0
226,Unknown,SL152,Communication & Presentation Skills - Lab,1,UK,-1,0,0,0
227,Fall,SL101,English Language Lab,1,C+,2.33,2.55,2.55,0
227,Fall,CL118,Programming Fundamentals - Lab,1,F,0,2.55,2.55,0
227,Fall,CS118,Programming Fundamentals,3,F,0,2.55,2.55,0
227,Fall,EE182,Basic Electronics,3,A-,3.67,2.55,2.55,0
227,Fall,SS101,English Language,3,B,3,2.55,2.55,0
227,Fall,MT104,Linear Algebra,3,B+,3.33,2.55,2.55,0
227,Fall,MT119,Calculus and Analytical Geometry,3,A-,3.67,2.55,2.55,0
227,Fall,CS201,Data Structures,3,C-,1.67,2.25,2.8,0
227,Spring,SS122,English Composition,3,D,1,2.8,3.03,0
227,Spring,EE227,Digital Logic Design,3,B+,3.33,2.8,3.03,0
227,Spring,MT224,Differential Equations (Cal II),3,A,4,2.8,3.03,0
227,Spring,CL118,Programming Fundamentals - Lab,1,C-,1.67,2.8,3.03,0
227,Spring,CS118,Programming Fundamentals,3,C,2,2.8,3.03,0
227,Spring,EL227,Digital Logic Design - Lab,1,B,3,2.8,3.03,0
227,Spring,SS111,Islamic and Religious Studies,3,A,4,2.8,3.03,0
227,Unknown,CS217,Computer Programming,3,UK,-1,0,0,0
227,Unknown,CL217,Computer Programming Lab,1,UK,-1,0,0,0
227,Unknown,SS113,Pakistan Studies,3,UK,-1,0,0,0
227,Unknown,SL150,English Composition and Comprehension - Lab,1,UK,-1,0,0,0
227,Unknown,CL117,Intro to Info. and Comm. Technologies,1,UK,-1,0,0,0
227,Unknown,SS150,English Composition and Comprehension,2,UK,-1,0,0,0
227,Unknown,EE117,Applied Physics,3,UK,-1,0,0,0
227,Unknown,SS152,Communication & Presentation Skills,2,UK,-1,0,0,0
227,Unknown,SL152,Communication & Presentation Skills - Lab,1,UK,-1,0,0,0
228,Fall,EE182,Basic Electronics,3,C-,1.67,1.73,1.73,0
228,Fall,CS118,Programming Fundamentals,3,D,1,1.73,1.73,0
228,Fall,MT119,Calculus and Analytical Geometry,3,C,2,1.73,1.73,0
228,Fall,MT104,Linear Algebra,3,D,1,1.73,1.73,0
228,Fall,CL118,Programming Fundamentals - Lab,1,F,0,1.73,1.73,0
228,Fall,SS101,English Language,3,B,3,1.73,1.73,0
228,Fall,SL101,English Language Lab,1,B+,3.33,1.73,1.73,0
228,Fall,CS201,Data Structures,3,C,2,2.11,2.15,0
228,Spring,MT224,Differential Equations (Cal II),3,C-,1.67,2.26,2.16,0
228,Spring,CL118,Programming Fundamentals - Lab,1,C,2,2.26,2.16,0
228,Spring,EL227,Digital Logic Design - Lab,1,D+,1.33,2.26,2.16,0
228,Spring,SS113,Pakistan Studies,3,B+,3.33,2.26,2.16,0
228,Spring,EE227,Digital Logic Design,3,C,2,2.26,2.16,0
228,Spring,CS118,Programming Fundamentals,3,C,2,2.26,2.16,0
228,Spring,SS122,English Composition,3,B-,2.67,2.26,2.16,0
228,Unknown,SS111,Islamic and Religious Studies,3,UK,-1,0,0,0
228,Unknown,CS217,Computer Programming,3,UK,-1,0,0,0
228,Unknown,CL217,Computer Programming Lab,1,UK,-1,0,0,0
228,Unknown,SL150,English Composition and Comprehension - Lab,1,UK,-1,0,0,0
228,Unknown,CL117,Intro to Info. and Comm. Technologies,1,UK,-1,0,0,0
228,Unknown,SS150,English Composition and Comprehension,2,UK,-1,0,0,0
228,Unknown,EE117,Applied Physics,3,UK,-1,0,0,0
228,Unknown,SS152,Communication & Presentation Skills,2,UK,-1,0,0,0
228,Unknown,SL152,Communication & Presentation Skills - Lab,1,UK,-1,0,0,0
229,Fall,MT104,Linear Algebra,3,F,0,0.71,0.71,0
229,Fall,EE182,Basic Electronics,3,F,0,0.71,0.71,0
229,Fall,CL118,Programming Fundamentals - Lab,1,F,0,0.71,0.71,0
229,Fall,CS118,Programming Fundamentals,3,F,0,0.71,0.71,0
229,Fall,SS101,English Language,3,B,3,0.71,0.71,0
229,Fall,MT119,Calculus and Analytical Geometry,3,D,1,0.71,0.71,0
229,Fall,SL101,English Language Lab,1,F,0,0.71,0.71,0
229,Spring,MT104,Linear Algebra,3,C,2,2.03,1.92,0
229,Spring,MT224,Differential Equations (Cal II),3,C-,1.67,2.03,1.92,0
229,Spring,EE182,Basic Electronics,3,C+,2.33,2.03,1.92,0
229,Spring,CL118,Programming Fundamentals - Lab,1,C+,2.33,2.03,1.92,0
229,Spring,CS118,Programming Fundamentals,3,C,2,2.03,1.92,0
229,Unknown,SS122,English Composition,3,UK,-1,0,0,0
229,Unknown,CS201,Data Structures,3,UK,-1,0,0,0
229,Unknown,EE227,Digital Logic Design,3,UK,-1,0,0,0
229,Unknown,SS111,Islamic and Religious Studies,3,UK,-1,0,0,0
229,Unknown,CS217,Computer Programming,3,UK,-1,0,0,0
229,Unknown,EL227,Digital Logic Design - Lab,1,UK,-1,0,0,0
229,Unknown,CL217,Computer Programming Lab,1,UK,-1,0,0,0
229,Unknown,SS113,Pakistan Studies,3,UK,-1,0,0,0
229,Unknown,SL150,English Composition and Comprehension - Lab,1,UK,-1,0,0,0
229,Unknown,CL117,Intro to Info. and Comm. Technologies,1,UK,-1,0,0,0
229,Unknown,SS150,English Composition and Comprehension,2,UK,-1,0,0,0
229,Unknown,EE117,Applied Physics,3,UK,-1,0,0,0
229,Unknown,SS152,Communication & Presentation Skills,2,UK,-1,0,0,0
229,Unknown,SL152,Communication & Presentation Skills - Lab,1,UK,-1,0,0,0
230,Fall,MT104,Linear Algebra,3,B-,2.67,3.1,3.1,0
230,Fall,SL101,English Language Lab,1,A-,3.67,3.1,3.1,0
230,Fall,MT119,Calculus and Analytical Geometry,3,B,3,3.1,3.1,0
230,Fall,CS118,Programming Fundamentals,3,C+,2.33,3.1,3.1,0
230,Fall,CL118,Programming Fundamentals - Lab,1,A,4,3.1,3.1,0
230,Fall,EE182,Basic Electronics,3,B,3,3.1,3.1,0
230,Fall,SS101,English Language,3,A,4,3.1,3.1,0
230,Fall,CS201,Data Structures,3,A-,3.67,3.59,3.4,0
230,Spring,SS122,English Composition,3,A,4,3.53,3.31,0
230,Spring,EL227,Digital Logic Design - Lab,1,A,4,3.53,3.31,0
230,Spring,EE227,Digital Logic Design,3,A-,3.67,3.53,3.31,0
230,Spring,SS111,Islamic and Religious Studies,3,B,3,3.53,3.31,0
230,Spring,MT224,Differential Equations (Cal II),3,B-,2.67,3.53,3.31,0
230,Spring,CS217,Computer Programming,3,A,4,3.53,3.31,0
230,Spring,CL217,Computer Programming Lab,1,A,4,3.53,3.31,0
230,Unknown,SS113,Pakistan Studies,3,UK,-1,0,0,0
230,Unknown,SL150,English Composition and Comprehension - Lab,1,UK,-1,0,0,0
230,Unknown,CL117,Intro to Info. and Comm. Technologies,1,UK,-1,0,0,0
230,Unknown,SS150,English Composition and Comprehension,2,UK,-1,0,0,0
230,Unknown,EE117,Applied Physics,3,UK,-1,0,0,0
230,Unknown,SS152,Communication & Presentation Skills,2,UK,-1,0,0,0
230,Unknown,SL152,Communication & Presentation Skills - Lab,1,UK,-1,0,0,0
231,Fall,SS101,English Language,3,B,3,2.59,2.59,0
231,Fall,MT119,Calculus and Analytical Geometry,3,C,2,2.59,2.59,0
231,Fall,MT104,Linear Algebra,3,B-,2.67,2.59,2.59,0
231,Fall,EE182,Basic Electronics,3,B-,2.67,2.59,2.59,0
231,Fall,CS118,Programming Fundamentals,3,C+,2.33,2.59,2.59,0
231,Fall,CL118,Programming Fundamentals - Lab,1,B,3,2.59,2.59,0
231,Fall,SL101,English Language Lab,1,B,3,2.59,2.59,0
231,Spring,EE227,Digital Logic Design,3,B-,2.67,2.2,2.39,0
231,Spring,SS122,English Composition,3,C+,2.33,2.2,2.39,0
231,Spring,SS111,Islamic and Religious Studies,3,C+,2.33,2.2,2.39,0
231,Spring,MT224,Differential Equations (Cal II),3,C-,1.67,2.2,2.39,0
231,Spring,EL227,Digital Logic Design - Lab,1,B-,2.67,2.2,2.39,0
231,Spring,CL217,Computer Programming Lab,1,B-,2.67,2.2,2.39,0
231,Spring,CS217,Computer Programming,3,C-,1.67,2.2,2.39,0
231,Unknown,CS201,Data Structures,3,UK,-1,0,0,0
231,Unknown,SS113,Pakistan Studies,3,UK,-1,0,0,0
231,Unknown,SL150,English Composition and Comprehension - Lab,1,UK,-1,0,0,0
231,Unknown,CL117,Intro to Info. and Comm. Technologies,1,UK,-1,0,0,0
231,Unknown,SS150,English Composition and Comprehension,2,UK,-1,0,0,0
231,Unknown,EE117,Applied Physics,3,UK,-1,0,0,0
231,Unknown,SS152,Communication & Presentation Skills,2,UK,-1,0,0,0
231,Unknown,SL152,Communication & Presentation Skills - Lab,1,UK,-1,0,0,0
232,Fall,MT119,Calculus and Analytical Geometry,3,B+,3.33,2.84,2.84,0
232,Fall,SL101,English Language Lab,1,B,3,2.84,2.84,0
232,Fall,SS101,English Language,3,B+,3.33,2.84,2.84,0
232,Fall,MT104,Linear Algebra,3,A,4,2.84,2.84,0
232,Fall,CS118,Programming Fundamentals,3,D,1,2.84,2.84,0
232,Fall,CL118,Programming Fundamentals - Lab,1,D+,1.33,2.84,2.84,0
232,Fall,EE182,Basic Electronics,3,B,3,2.84,2.84,0
232,Spring,EE227,Digital Logic Design,3,C+,2.33,2.31,2.58,0
232,Spring,SS113,Pakistan Studies,3,B+,3.33,2.31,2.58,0
232,Spring,MT224,Differential Equations (Cal II),3,B,3,2.31,2.58,0
232,Spring,EL227,Digital Logic Design - Lab,1,D,1,2.31,2.58,0
232,Spring,CS217,Computer Programming,3,D,1,2.31,2.58,0
232,Spring,CL217,Computer Programming Lab,1,C+,2.33,2.31,2.58,0
232,Spring,SS122,English Composition,3,C+,2.33,2.31,2.58,0
232,Unknown,CS201,Data Structures,3,UK,-1,0,0,0
232,Unknown,SS111,Islamic and Religious Studies,3,UK,-1,0,0,0
232,Unknown,SL150,English Composition and Comprehension - Lab,1,UK,-1,0,0,0
232,Unknown,CL117,Intro to Info. and Comm. Technologies,1,UK,-1,0,0,0
232,Unknown,SS150,English Composition and Comprehension,2,UK,-1,0,0,0
232,Unknown,EE117,Applied Physics,3,UK,-1,0,0,0
232,Unknown,SS152,Communication & Presentation Skills,2,UK,-1,0,0,0
232,Unknown,SL152,Communication & Presentation Skills - Lab,1,UK,-1,0,0,0
233,Fall,CS118,Programming Fundamentals,3,B-,2.67,2.18,2.18,0
233,Fall,EE182,Basic Electronics,3,D,1,2.18,2.18,0
233,Fall,MT104,Linear Algebra,3,C-,1.67,2.18,2.18,0
233,Fall,MT119,Calculus and Analytical Geometry,3,D,1,2.18,2.18,0
233,Fall,CL118,Programming Fundamentals - Lab,1,C+,2.33,2.18,2.18,0
233,Fall,SS101,English Language,3,A,4,2.18,2.18,0
233,Fall,SL101,English Language Lab,1,A-,3.67,2.18,2.18,0
233,Fall,CS201,Data Structures,3,W,0,2.59,2.36,0
233,Spring,EE227,Digital Logic Design,3,D,1,1.57,1.87,0
233,Spring,SS111,Islamic and Religious Studies,3,B-,2.67,1.57,1.87,0
233,Spring,MT224,Differential Equations (Cal II),3,F,0,1.57,1.87,0
233,Spring,SS122,English Composition,3,A,4,1.57,1.87,0
233,Spring,CL217,Computer Programming Lab,1,C,2,1.57,1.87,0
233,Spring,CS217,Computer Programming,3,F,0,1.57,1.87,0
233,Spring,EL227,Digital Logic Design - Lab,1,C-,1.67,1.57,1.87,0
233,Unknown,SS113,Pakistan Studies,3,UK,-1,0,0,0
233,Unknown,SL150,English Composition and Comprehension - Lab,1,UK,-1,0,0,0
233,Unknown,CL117,Intro to Info. and Comm. Technologies,1,UK,-1,0,0,0
233,Unknown,SS150,English Composition and Comprehension,2,UK,-1,0,0,0
233,Unknown,EE117,Applied Physics,3,UK,-1,0,0,0
233,Unknown,SS152,Communication & Presentation Skills,2,UK,-1,0,0,0
233,Unknown,SL152,Communication & Presentation Skills - Lab,1,UK,-1,0,0,0
234,Fall,MT119,Calculus and Analytical Geometry,3,C,2,1.31,1.31,2
234,Fall,MT104,Linear Algebra,3,C-,1.67,1.31,1.31,2
234,Fall,CL118,Programming Fundamentals - Lab,1,F,0,1.31,1.31,2
234,Fall,CS118,Programming Fundamentals,3,F,0,1.31,1.31,2
234,Fall,EE182,Basic Electronics,3,F,0,1.31,1.31,2
234,Fall,SS101,English Language,3,B-,2.67,1.31,1.31,2
234,Fall,SL101,English Language Lab,1,B+,3.33,1.31,1.31,2
234,Spring,SS113,Pakistan Studies,3,FA,0,0.35,1.05,2
234,Spring,CL118,Programming Fundamentals - Lab,1,F,0,0.35,1.05,2
234,Spring,EL227,Digital Logic Design - Lab,1,FA,0,0.35,1.05,2
234,Spring,MT224,Differential Equations (Cal II),3,D,1,0.35,1.05,2
234,Spring,CS118,Programming Fundamentals,3,F,0,0.35,1.05,2
234,Spring,EE182,Basic Electronics,3,D,1,0.35,1.05,2
234,Spring,EE227,Digital Logic Design,3,FA,0,0.35,1.05,2
234,Unknown,SS122,English Composition,3,UK,-1,0,0,0
234,Unknown,CS201,Data Structures,3,UK,-1,0,0,0
234,Unknown,SS111,Islamic and Religious Studies,3,UK,-1,0,0,0
234,Unknown,CS217,Computer Programming,3,UK,-1,0,0,0
234,Unknown,CL217,Computer Programming Lab,1,UK,-1,0,0,0
234,Unknown,SL150,English Composition and Comprehension - Lab,1,UK,-1,0,0,0
234,Unknown,CL117,Intro to Info. and Comm. Technologies,1,UK,-1,0,0,0
234,Unknown,SS150,English Composition and Comprehension,2,UK,-1,0,0,0
234,Unknown,EE117,Applied Physics,3,UK,-1,0,0,0
234,Unknown,SS152,Communication & Presentation Skills,2,UK,-1,0,0,0
234,Unknown,SL152,Communication & Presentation Skills - Lab,1,UK,-1,0,0,0
235,Fall,MT104,Linear Algebra,3,C-,1.67,1.29,1.29,2
235,Fall,SL101,English Language Lab,1,B,3,1.29,1.29,2
235,Fall,CS118,Programming Fundamentals,3,F,0,1.29,1.29,2
235,Fall,MT119,Calculus and Analytical Geometry,3,D+,1.33,1.29,1.29,2
235,Fall,EE182,Basic Electronics,3,D,1,1.29,1.29,2
235,Fall,CL118,Programming Fundamentals - Lab,1,F,0,1.29,1.29,2
235,Fall,SS101,English Language,3,C+,2.33,1.29,1.29,2
235,Spring,EE227,Digital Logic Design,3,C,2,1.59,1.63,2
235,Spring,EL227,Digital Logic Design - Lab,1,C,2,1.59,1.63,2
235,Spring,SS113,Pakistan Studies,3,C-,1.67,1.59,1.63,2
235,Spring,CL118,Programming Fundamentals - Lab,1,F,0,1.59,1.63,2
235,Spring,MT224,Differential Equations (Cal II),3,D+,1.33,1.59,1.63,2
235,Spring,CS118,Programming Fundamentals,3,D+,1.33,1.59,1.63,2
235,Spring,SS122,English Composition,3,C,2,1.59,1.63,2
235,Unknown,CS201,Data Structures,3,UK,-1,0,0,0
235,Unknown,SS111,Islamic and Religious Studies,3,UK,-1,0,0,0
235,Unknown,CS217,Computer Programming,3,UK,-1,0,0,0
235,Unknown,CL217,Computer Programming Lab,1,UK,-1,0,0,0
235,Unknown,SL150,English Composition and Comprehension - Lab,1,UK,-1,0,0,0
235,Unknown,CL117,Intro to Info. and Comm. Technologies,1,UK,-1,0,0,0
235,Unknown,SS150,English Composition and Comprehension,2,UK,-1,0,0,0
235,Unknown,EE117,Applied Physics,3,UK,-1,0,0,0
235,Unknown,SS152,Communication & Presentation Skills,2,UK,-1,0,0,0
235,Unknown,SL152,Communication & Presentation Skills - Lab,1,UK,-1,0,0,0
236,Fall,SL101,English Language Lab,1,C+,2.33,2.9,2.9,2
236,Fall,MT104,Linear Algebra,3,B+,3.33,2.9,2.9,2
236,Fall,SS101,English Language,3,B-,2.67,2.9,2.9,2
236,Fall,EE182,Basic Electronics,3,B+,3.33,2.9,2.9,2
236,Fall,MT119,Calculus and Analytical Geometry,3,A-,3.67,2.9,2.9,2
236,Fall,CL118,Programming Fundamentals - Lab,1,D,1,2.9,2.9,2
236,Fall,CS118,Programming Fundamentals,3,C+,2.33,2.9,2.9,2
236,Fall,CS201,Data Structures,3,B-,2.67,1.88,2.18,2
236,Spring,CS217,Computer Programming,3,F,0,1.35,2.13,2
236,Spring,CL217,Computer Programming Lab,1,C,2,1.35,2.13,2
236,Spring,EE227,Digital Logic Design,3,C-,1.67,1.35,2.13,2
236,Spring,MT224,Differential Equations (Cal II),3,A-,3.67,1.35,2.13,2
236,Spring,SS122,English Composition,3,D,1,1.35,2.13,2
236,Spring,EL227,Digital Logic Design - Lab,1,C,2,1.35,2.13,2
236,Spring,SS113,Pakistan Studies,3,FA,0,1.35,2.13,2
236,Unknown,SS111,Islamic and Religious Studies,3,UK,-1,0,0,0
236,Unknown,SL150,English Composition and Comprehension - Lab,1,UK,-1,0,0,0
236,Unknown,CL117,Intro to Info. and Comm. Technologies,1,UK,-1,0,0,0
236,Unknown,SS150,English Composition and Comprehension,2,UK,-1,0,0,0
236,Unknown,EE117,Applied Physics,3,UK,-1,0,0,0
236,Unknown,SS152,Communication & Presentation Skills,2,UK,-1,0,0,0
236,Unknown,SL152,Communication & Presentation Skills - Lab,1,UK,-1,0,0,0
237,Fall,MT104,Linear Algebra,3,D,1,1.69,1.69,0
237,Fall,SL101,English Language Lab,1,B-,2.67,1.69,1.69,0
237,Fall,MT119,Calculus and Analytical Geometry,3,D+,1.33,1.69,1.69,0
237,Fall,CS118,Programming Fundamentals,3,F,0,1.69,1.69,0
237,Fall,SS101,English Language,3,B,3,1.69,1.69,0
237,Fall,CL118,Programming Fundamentals - Lab,1,D,1,1.69,1.69,0
237,Fall,EE182,Basic Electronics,3,B,3,1.69,1.69,0
237,Spring,SS122,English Composition,3,C+,2.33,2.25,2.3,0
237,Spring,CS118,Programming Fundamentals,3,C,2,2.25,2.3,0
237,Spring,SS113,Pakistan Studies,3,C+,2.33,2.25,2.3,0
237,Spring,EL227,Digital Logic Design - Lab,1,C+,2.33,2.25,2.3,0
237,Spring,MT119,Calculus and Analytical Geometry,3,B-,2.67,2.25,2.3,0
237,Spring,EE227,Digital Logic Design,3,C+,2.33,2.25,2.3,0
237,Spring,CL118,Programming Fundamentals - Lab,1,D,1,2.25,2.3,0
237,Unknown,CS201,Data Structures,3,UK,-1,0,0,0
237,Unknown,MT224,Differential Equations (Cal II),3,UK,-1,0,0,0
237,Unknown,SS111,Islamic and Religious Studies,3,UK,-1,0,0,0
237,Unknown,CS217,Computer Programming,3,UK,-1,0,0,0
237,Unknown,CL217,Computer Programming Lab,1,UK,-1,0,0,0
237,Unknown,SL150,English Composition and Comprehension - Lab,1,UK,-1,0,0,0
237,Unknown,CL117,Intro to Info. and Comm. Technologies,1,UK,-1,0,0,0
237,Unknown,SS150,English Composition and Comprehension,2,UK,-1,0,0,0
237,Unknown,EE117,Applied Physics,3,UK,-1,0,0,0
237,Unknown,SS152,Communication & Presentation Skills,2,UK,-1,0,0,0
237,Unknown,SL152,Communication & Presentation Skills - Lab,1,UK,-1,0,0,0
238,Fall,SS101,English Language,3,A-,3.67,3.53,3.53,0
238,Fall,MT119,Calculus and Analytical Geometry,3,A-,3.67,3.53,3.53,0
238,Fall,MT104,Linear Algebra,3,B,3,3.53,3.53,0
238,Fall,CL118,Programming Fundamentals - Lab,1,A,4,3.53,3.53,0
238,Fall,EE182,Basic Electronics,3,B,3,3.53,3.53,0
238,Fall,CS118,Programming Fundamentals,3,A,4,3.53,3.53,0
238,Fall,SL101,English Language Lab,1,A,4,3.53,3.53,0
238,Fall,CS201,Data Structures,3,B-,2.67,2.42,2.84,0
238,Spring,EL227,Digital Logic Design - Lab,1,C,2,2.08,2.8,0
238,Spring,EE227,Digital Logic Design,3,C-,1.67,2.08,2.8,0
238,Spring,SS122,English Composition,3,B,3,2.08,2.8,0
238,Spring,CS217,Computer Programming,3,B+,3.33,2.08,2.8,0
238,Spring,CL217,Computer Programming Lab,1,B+,3.33,2.08,2.8,0
238,Spring,SS111,Islamic and Religious Studies,3,C,2,2.08,2.8,0
238,Spring,MT224,Differential Equations (Cal II),3,F,0,2.08,2.8,0
238,Unknown,SS113,Pakistan Studies,3,UK,-1,0,0,0
238,Unknown,SL150,English Composition and Comprehension - Lab,1,UK,-1,0,0,0
238,Unknown,CL117,Intro to Info. and Comm. Technologies,1,UK,-1,0,0,0
238,Unknown,SS150,English Composition and Comprehension,2,UK,-1,0,0,0
